"Diagnoses_Count","Year","Cancer_Type","AgeGroup","Sex"
180,2005,"All cancers",9,1
287,2005,"All cancers",10,1
498,2005,"All cancers",11,1
836,2005,"All cancers",12,1
1054,2005,"All cancers",13,1
1143,2005,"All cancers",14,1
1097,2005,"All cancers",15,1
1004,2005,"All cancers",16,1
757,2005,"All cancers",17,1
488,2005,"All cancers",18,1
10,2005,"All cancers",1,2
10,2005,"All cancers",2,2
38,2005,"All cancers",3,2
16,2005,"All cancers",4,2
62,2005,"All cancers",5,2
76,2005,"All cancers",6,2
134,2005,"All cancers",7,2
216,2005,"All cancers",8,2
294,2005,"All cancers",9,2
440,2005,"All cancers",10,2
525,2005,"All cancers",11,2
630,2005,"All cancers",12,2
648,2005,"All cancers",13,2
650,2005,"All cancers",14,2
590,2005,"All cancers",15,2
624,2005,"All cancers",16,2
570,2005,"All cancers",17,2
494,2005,"All cancers",18,2
8,2006,"All cancers",1,1
9,2006,"All cancers",2,1
30,2006,"All cancers",4,1
59,2006,"All cancers",5,1
75,2006,"All cancers",6,1
96,2006,"All cancers",7,1
116,2006,"All cancers",8,1
173,2006,"All cancers",9,1
295,2006,"All cancers",10,1
515,2006,"All cancers",11,1
967,2006,"All cancers",12,1
1091,2006,"All cancers",13,1
1246,2006,"All cancers",14,1
1153,2006,"All cancers",15,1
1071,2006,"All cancers",16,1
784,2006,"All cancers",17,1
497,2006,"All cancers",18,1
4,2006,"All cancers",1,2
29,2006,"All cancers",2,2
3,2006,"All cancers",3,2
32,2006,"All cancers",4,2
37,2006,"All cancers",5,2
95,2006,"All cancers",6,2
103,2006,"All cancers",7,2
177,2006,"All cancers",8,2
292,2006,"All cancers",9,2
486,2006,"All cancers",10,2
520,2006,"All cancers",11,2
687,2006,"All cancers",12,2
694,2006,"All cancers",13,2
714,2006,"All cancers",14,2
611,2006,"All cancers",15,2
639,2006,"All cancers",16,2
564,2006,"All cancers",17,2
503,2006,"All cancers",18,2
18,2007,"All cancers",1,1
18,2007,"All cancers",2,1
7,2007,"All cancers",3,1
15,2007,"All cancers",4,1
38,2007,"All cancers",5,1
57,2007,"All cancers",6,1
104,2007,"All cancers",7,1
135,2007,"All cancers",8,1
164,2007,"All cancers",9,1
352,2007,"All cancers",10,1
557,2007,"All cancers",11,1
954,2007,"All cancers",12,1
1242,2007,"All cancers",13,1
1363,2007,"All cancers",14,1
1177,2007,"All cancers",15,1
1053,2007,"All cancers",16,1
766,2007,"All cancers",17,1
578,2007,"All cancers",18,1
12,2007,"All cancers",1,2
15,2007,"All cancers",2,2
33,2007,"All cancers",3,2
34,2007,"All cancers",4,2
37,2007,"All cancers",5,2
73,2007,"All cancers",6,2
133,2007,"All cancers",7,2
177,2007,"All cancers",8,2
328,2007,"All cancers",9,2
443,2007,"All cancers",10,2
546,2007,"All cancers",11,2
671,2007,"All cancers",12,2
708,2007,"All cancers",13,2
718,2007,"All cancers",14,2
651,2007,"All cancers",15,2
603,2007,"All cancers",16,2
591,2007,"All cancers",17,2
542,2007,"All cancers",18,2
32,2008,"All cancers",1,1
20,2008,"All cancers",2,1
27,2008,"All cancers",3,1
13,2008,"All cancers",4,1
40,2008,"All cancers",5,1
82,2008,"All cancers",6,1
77,2008,"All cancers",7,1
157,2008,"All cancers",8,1
204,2008,"All cancers",9,1
331,2008,"All cancers",10,1
578,2008,"All cancers",11,1
965,2008,"All cancers",12,1
1308,2008,"All cancers",13,1
1397,2008,"All cancers",14,1
1246,2008,"All cancers",15,1
1066,2008,"All cancers",16,1
869,2008,"All cancers",17,1
597,2008,"All cancers",18,1
43,2008,"All cancers",1,2
23,2008,"All cancers",2,2
14,2008,"All cancers",3,2
22,2008,"All cancers",4,2
63,2008,"All cancers",5,2
101,2008,"All cancers",6,2
143,2008,"All cancers",7,2
216,2008,"All cancers",8,2
362,2008,"All cancers",9,2
481,2008,"All cancers",10,2
597,2008,"All cancers",11,2
700,2008,"All cancers",12,2
771,2008,"All cancers",13,2
756,2008,"All cancers",14,2
638,2008,"All cancers",15,2
634,2008,"All cancers",16,2
572,2008,"All cancers",17,2
603,2008,"All cancers",18,2
13,2009,"All cancers",1,1
7,2009,"All cancers",2,1
12,2009,"All cancers",3,1
21,2009,"All cancers",4,1
71,2009,"All cancers",5,1
57,2009,"All cancers",6,1
89,2009,"All cancers",7,1
157,2009,"All cancers",8,1
207,2009,"All cancers",9,1
351,2009,"All cancers",10,1
608,2009,"All cancers",11,1
938,2009,"All cancers",12,1
1389,2009,"All cancers",13,1
1440,2009,"All cancers",14,1
1253,2009,"All cancers",15,1
1042,2009,"All cancers",16,1
802,2009,"All cancers",17,1
653,2009,"All cancers",18,1
39,2009,"All cancers",1,2
16,2009,"All cancers",2,2
6,2009,"All cancers",3,2
36,2009,"All cancers",4,2
64,2009,"All cancers",5,2
99,2009,"All cancers",6,2
120,2009,"All cancers",7,2
233,2009,"All cancers",8,2
351,2009,"All cancers",9,2
465,2009,"All cancers",10,2
596,2009,"All cancers",11,2
696,2009,"All cancers",12,2
832,2009,"All cancers",13,2
792,2009,"All cancers",14,2
724,2009,"All cancers",15,2
679,2009,"All cancers",16,2
617,2009,"All cancers",17,2
609,2009,"All cancers",18,2
34,2010,"All cancers",3,1
12,2010,"All cancers",4,1
57,2010,"All cancers",5,1
53,2010,"All cancers",6,1
87,2010,"All cancers",7,1
126,2010,"All cancers",8,1
203,2010,"All cancers",9,1
339,2010,"All cancers",10,1
608,2010,"All cancers",11,1
925,2010,"All cancers",12,1
1392,2010,"All cancers",13,1
1489,2010,"All cancers",14,1
1317,2010,"All cancers",15,1
1052,2010,"All cancers",16,1
810,2010,"All cancers",17,1
673,2010,"All cancers",18,1
37,2010,"All cancers",1,2
23,2010,"All cancers",3,2
13,2010,"All cancers",4,2
25,2010,"All cancers",5,2
98,2010,"All cancers",6,2
127,2010,"All cancers",7,2
208,2010,"All cancers",8,2
346,2010,"All cancers",9,2
530,2010,"All cancers",10,2
605,2010,"All cancers",11,2
692,2010,"All cancers",12,2
894,2010,"All cancers",13,2
821,2010,"All cancers",14,2
765,2010,"All cancers",15,2
651,2010,"All cancers",16,2
616,2010,"All cancers",17,2
653,2010,"All cancers",18,2
24,2011,"All cancers",1,1
8,2011,"All cancers",2,1
16,2011,"All cancers",3,1
43,2011,"All cancers",4,1
37,2011,"All cancers",5,1
86,2011,"All cancers",6,1
95,2011,"All cancers",7,1
135,2011,"All cancers",8,1
246,2011,"All cancers",9,1
331,2011,"All cancers",10,1
567,2011,"All cancers",11,1
1050,2011,"All cancers",12,1
1371,2011,"All cancers",13,1
1502,2011,"All cancers",14,1
1360,2011,"All cancers",15,1
1136,2011,"All cancers",16,1
880,2011,"All cancers",17,1
703,2011,"All cancers",18,1
16,2011,"All cancers",1,2
2,2011,"All cancers",2,2
20,2011,"All cancers",3,2
50,2011,"All cancers",4,2
39,2011,"All cancers",5,2
105,2011,"All cancers",6,2
123,2011,"All cancers",7,2
250,2011,"All cancers",8,2
310,2011,"All cancers",9,2
492,2011,"All cancers",10,2
627,2011,"All cancers",11,2
704,2011,"All cancers",12,2
875,2011,"All cancers",13,2
827,2011,"All cancers",14,2
790,2011,"All cancers",15,2
662,2011,"All cancers",16,2
648,2011,"All cancers",17,2
715,2011,"All cancers",18,2
19,2012,"All cancers",1,1
19,2012,"All cancers",2,1
20,2012,"All cancers",4,1
55,2012,"All cancers",5,1
71,2012,"All cancers",6,1
107,2012,"All cancers",7,1
152,2012,"All cancers",8,1
201,2012,"All cancers",9,1
361,2012,"All cancers",10,1
639,2012,"All cancers",11,1
1014,2012,"All cancers",12,1
1392,2012,"All cancers",13,1
1727,2012,"All cancers",14,1
1447,2012,"All cancers",15,1
1223,2012,"All cancers",16,1
893,2012,"All cancers",17,1
710,2012,"All cancers",18,1
18,2012,"All cancers",1,2
25,2012,"All cancers",2,2
23,2012,"All cancers",3,2
43,2012,"All cancers",4,2
52,2012,"All cancers",5,2
87,2012,"All cancers",6,2
172,2012,"All cancers",7,2
214,2012,"All cancers",8,2
333,2012,"All cancers",9,2
531,2012,"All cancers",10,2
671,2012,"All cancers",11,2
711,2012,"All cancers",12,2
901,2012,"All cancers",13,2
990,2012,"All cancers",14,2
805,2012,"All cancers",15,2
704,2012,"All cancers",16,2
650,2012,"All cancers",17,2
751,2012,"All cancers",18,2
8,2013,"All cancers",1,1
26,2013,"All cancers",2,1
14,2013,"All cancers",3,1
29,2013,"All cancers",4,1
26,2013,"All cancers",5,1
80,2013,"All cancers",6,1
74,2013,"All cancers",7,1
144,2013,"All cancers",8,1
228,2013,"All cancers",9,1
381,2013,"All cancers",10,1
664,2013,"All cancers",11,1
962,2013,"All cancers",12,1
1400,2013,"All cancers",13,1
1727,2013,"All cancers",14,1
1504,2013,"All cancers",15,1
1194,2013,"All cancers",16,1
888,2013,"All cancers",17,1
722,2013,"All cancers",18,1
25,2013,"All cancers",1,2
24,2013,"All cancers",2,2
15,2013,"All cancers",3,2
29,2013,"All cancers",4,2
35,2013,"All cancers",5,2
87,2013,"All cancers",6,2
153,2013,"All cancers",7,2
207,2013,"All cancers",8,2
404,2013,"All cancers",9,2
540,2013,"All cancers",10,2
757,2013,"All cancers",11,2
761,2013,"All cancers",12,2
862,2013,"All cancers",13,2
1020,2013,"All cancers",14,2
829,2013,"All cancers",15,2
742,2013,"All cancers",16,2
641,2013,"All cancers",17,2
782,2013,"All cancers",18,2
26,2014,"All cancers",1,1
1,2014,"All cancers",2,1
21,2014,"All cancers",3,1
38,2014,"All cancers",4,1
64,2014,"All cancers",5,1
83,2014,"All cancers",6,1
127,2014,"All cancers",7,1
151,2014,"All cancers",8,1
235,2014,"All cancers",9,1
336,2014,"All cancers",10,1
651,2014,"All cancers",11,1
955,2014,"All cancers",12,1
1398,2014,"All cancers",13,1
1770,2014,"All cancers",14,1
1525,2014,"All cancers",15,1
1243,2014,"All cancers",16,1
909,2014,"All cancers",17,1
811,2014,"All cancers",18,1
37,2014,"All cancers",1,2
14,2014,"All cancers",2,2
44,2014,"All cancers",4,2
38,2014,"All cancers",5,2
100,2014,"All cancers",6,2
136,2014,"All cancers",7,2
223,2014,"All cancers",8,2
405,2014,"All cancers",9,2
568,2014,"All cancers",10,2
701,2014,"All cancers",11,2
744,2014,"All cancers",12,2
939,2014,"All cancers",13,2
1112,2014,"All cancers",14,2
918,2014,"All cancers",15,2
763,2014,"All cancers",16,2
658,2014,"All cancers",17,2
764,2014,"All cancers",18,2
7,2015,"All cancers",1,1
23,2015,"All cancers",2,1
12,2015,"All cancers",4,1
58,2015,"All cancers",5,1
85,2015,"All cancers",6,1
113,2015,"All cancers",7,1
160,2015,"All cancers",8,1
226,2015,"All cancers",9,1
384,2015,"All cancers",10,1
612,2015,"All cancers",11,1
998,2015,"All cancers",12,1
1341,2015,"All cancers",13,1
1838,2015,"All cancers",14,1
1571,2015,"All cancers",15,1
1302,2015,"All cancers",16,1
932,2015,"All cancers",17,1
818,2015,"All cancers",18,1
12,2015,"All cancers",1,2
23,2015,"All cancers",2,2
10,2015,"All cancers",3,2
16,2015,"All cancers",4,2
64,2015,"All cancers",5,2
116,2015,"All cancers",6,2
190,2015,"All cancers",7,2
188,2015,"All cancers",8,2
442,2015,"All cancers",9,2
541,2015,"All cancers",10,2
707,2015,"All cancers",11,2
797,2015,"All cancers",12,2
959,2015,"All cancers",13,2
1094,2015,"All cancers",14,2
994,2015,"All cancers",15,2
800,2015,"All cancers",16,2
620,2015,"All cancers",17,2
809,2015,"All cancers",18,2
38,2016,"All cancers",1,1
15,2016,"All cancers",2,1
2,2016,"All cancers",3,1
51,2016,"All cancers",4,1
45,2016,"All cancers",5,1
87,2016,"All cancers",6,1
126,2016,"All cancers",7,1
151,2016,"All cancers",8,1
228,2016,"All cancers",9,1
368,2016,"All cancers",10,1
600,2016,"All cancers",11,1
1041,2016,"All cancers",12,1
1379,2016,"All cancers",13,1
1823,2016,"All cancers",14,1
1722,2016,"All cancers",15,1
1425,2016,"All cancers",16,1
950,2016,"All cancers",17,1
853,2016,"All cancers",18,1
10,2016,"All cancers",1,2
15,2016,"All cancers",2,2
8,2016,"All cancers",3,2
30,2016,"All cancers",4,2
68,2016,"All cancers",5,2
107,2016,"All cancers",6,2
173,2016,"All cancers",7,2
218,2016,"All cancers",8,2
372,2016,"All cancers",9,2
582,2016,"All cancers",10,2
702,2016,"All cancers",11,2
819,2016,"All cancers",12,2
972,2016,"All cancers",13,2
1158,2016,"All cancers",14,2
1035,2016,"All cancers",15,2
873,2016,"All cancers",16,2
682,2016,"All cancers",17,2
841,2016,"All cancers",18,2
16,2017,"All cancers",1,1
26,2017,"All cancers",2,1
19,2017,"All cancers",3,1
28,2017,"All cancers",4,1
34,2017,"All cancers",5,1
72,2017,"All cancers",6,1
122,2017,"All cancers",7,1
155,2017,"All cancers",8,1
228,2017,"All cancers",9,1
354,2017,"All cancers",10,1
645,2017,"All cancers",11,1
1058,2017,"All cancers",12,1
1386,2017,"All cancers",13,1
1915,2017,"All cancers",14,1
1945,2017,"All cancers",15,1
1395,2017,"All cancers",16,1
1014,2017,"All cancers",17,1
930,2017,"All cancers",18,1
38,2017,"All cancers",1,2
3,2017,"All cancers",2,2
35,2017,"All cancers",4,2
53,2017,"All cancers",5,2
87,2017,"All cancers",6,2
215,2017,"All cancers",7,2
270,2017,"All cancers",8,2
383,2017,"All cancers",9,2
575,2017,"All cancers",10,2
705,2017,"All cancers",11,2
872,2017,"All cancers",12,2
972,2017,"All cancers",13,2
1143,2017,"All cancers",14,2
1198,2017,"All cancers",15,2
839,2017,"All cancers",16,2
679,2017,"All cancers",17,2
841,2017,"All cancers",18,2
39,2018,"All cancers",1,1
1,2018,"All cancers",2,1
34,2018,"All cancers",3,1
23,2018,"All cancers",4,1
55,2018,"All cancers",5,1
93,2018,"All cancers",6,1
100,2018,"All cancers",7,1
133,2018,"All cancers",8,1
233,2018,"All cancers",9,1
407,2018,"All cancers",10,1
664,2018,"All cancers",11,1
1081,2018,"All cancers",12,1
1473,2018,"All cancers",13,1
1956,2018,"All cancers",14,1
2054,2018,"All cancers",15,1
1518,2018,"All cancers",16,1
1070,2018,"All cancers",17,1
869,2018,"All cancers",18,1
27,2018,"All cancers",1,2
5,2018,"All cancers",2,2
19,2018,"All cancers",3,2
44,2018,"All cancers",4,2
49,2018,"All cancers",5,2
88,2018,"All cancers",6,2
202,2018,"All cancers",7,2
282,2018,"All cancers",8,2
360,2018,"All cancers",9,2
593,2018,"All cancers",10,2
709,2018,"All cancers",11,2
937,2018,"All cancers",12,2
1021,2018,"All cancers",13,2
1172,2018,"All cancers",14,2
1150,2018,"All cancers",15,2
951,2018,"All cancers",16,2
766,2018,"All cancers",17,2
937,2018,"All cancers",18,2
13,2019,"All cancers",1,1
7,2019,"All cancers",2,1
23,2019,"All cancers",4,1
44,2019,"All cancers",5,1
69,2019,"All cancers",6,1
103,2019,"All cancers",7,1
162,2019,"All cancers",8,1
248,2019,"All cancers",9,1
416,2019,"All cancers",10,1
670,2019,"All cancers",11,1
1064,2019,"All cancers",12,1
1537,2019,"All cancers",13,1
1999,2019,"All cancers",14,1
2096,2019,"All cancers",15,1
1625,2019,"All cancers",16,1
1055,2019,"All cancers",17,1
989,2019,"All cancers",18,1
7,2019,"All cancers",1,2
17,2019,"All cancers",3,2
17,2019,"All cancers",4,2
67,2019,"All cancers",5,2
114,2019,"All cancers",6,2
217,2019,"All cancers",7,2
287,2019,"All cancers",8,2
375,2019,"All cancers",9,2
592,2019,"All cancers",10,2
720,2019,"All cancers",11,2
932,2019,"All cancers",12,2
1084,2019,"All cancers",13,2
1211,2019,"All cancers",14,2
1241,2019,"All cancers",15,2
997,2019,"All cancers",16,2
759,2019,"All cancers",17,2
875,2019,"All cancers",18,2
31,2020,"All cancers",1,1
28,2020,"All cancers",3,1
31,2020,"All cancers",4,1
58,2020,"All cancers",5,1
77,2020,"All cancers",6,1
95,2020,"All cancers",7,1
131,2020,"All cancers",8,1
216,2020,"All cancers",9,1
372,2020,"All cancers",10,1
664,2020,"All cancers",11,1
1096,2020,"All cancers",12,1
1516,2020,"All cancers",13,1
1947,2020,"All cancers",14,1
2125,2020,"All cancers",15,1
1670,2020,"All cancers",16,1
1155,2020,"All cancers",17,1
986,2020,"All cancers",18,1
41,2020,"All cancers",1,2
25,2020,"All cancers",2,2
7,2020,"All cancers",3,2
17,2020,"All cancers",4,2
48,2020,"All cancers",5,2
70,2020,"All cancers",6,2
167,2020,"All cancers",7,2
269,2020,"All cancers",8,2
400,2020,"All cancers",9,2
613,2020,"All cancers",10,2
724,2020,"All cancers",11,2
885,2020,"All cancers",12,2
1084,2020,"All cancers",13,2
1219,2020,"All cancers",14,2
1347,2020,"All cancers",15,2
956,2020,"All cancers",16,2
830,2020,"All cancers",17,2
923,2020,"All cancers",18,2
6,2021,"All cancers",1,1
22,2021,"All cancers",2,1
29,2021,"All cancers",3,1
37,2021,"All cancers",4,1
62,2021,"All cancers",5,1
84,2021,"All cancers",6,1
105,2021,"All cancers",7,1
144,2021,"All cancers",8,1
233,2021,"All cancers",9,1
397,2021,"All cancers",10,1
686,2021,"All cancers",11,1
1031,2021,"All cancers",12,1
1527,2021,"All cancers",13,1
1937,2021,"All cancers",14,1
2180,2021,"All cancers",15,1
1843,2021,"All cancers",16,1
1203,2021,"All cancers",17,1
1085,2021,"All cancers",18,1
45,2021,"All cancers",1,2
5,2021,"All cancers",2,2
18,2021,"All cancers",3,2
24,2021,"All cancers",4,2
44,2021,"All cancers",5,2
104,2021,"All cancers",6,2
185,2021,"All cancers",7,2
316,2021,"All cancers",8,2
401,2021,"All cancers",9,2
577,2021,"All cancers",10,2
718,2021,"All cancers",11,2
941,2021,"All cancers",12,2
1098,2021,"All cancers",13,2
1211,2021,"All cancers",14,2
1404,2021,"All cancers",15,2
1031,2021,"All cancers",16,2
851,2021,"All cancers",17,2
916,2021,"All cancers",18,2
24,2022,"All cancers",1,1
15,2022,"All cancers",2,1
11,2022,"All cancers",3,1
12,2022,"All cancers",4,1
38,2022,"All cancers",5,1
80,2022,"All cancers",6,1
92,2022,"All cancers",7,1
170,2022,"All cancers",8,1
213,2022,"All cancers",9,1
401,2022,"All cancers",10,1
689,2022,"All cancers",11,1
1152,2022,"All cancers",12,1
1776,2022,"All cancers",13,1
2205,2022,"All cancers",14,1
2518,2022,"All cancers",15,1
2199,2022,"All cancers",16,1
1298,2022,"All cancers",17,1
1009,2022,"All cancers",18,1
24,2022,"All cancers",1,2
7,2022,"All cancers",2,2
40,2022,"All cancers",3,2
43,2022,"All cancers",4,2
41,2022,"All cancers",5,2
65,2022,"All cancers",6,2
161,2022,"All cancers",7,2
255,2022,"All cancers",8,2
425,2022,"All cancers",9,2
582,2022,"All cancers",10,2
763,2022,"All cancers",11,2
831,2022,"All cancers",12,2
1080,2022,"All cancers",13,2
1219,2022,"All cancers",14,2
1261,2022,"All cancers",15,2
1163,2022,"All cancers",16,2
843,2022,"All cancers",17,2
956,2022,"All cancers",18,2
5,2023,"All cancers",1,1
34,2023,"All cancers",2,1
41,2023,"All cancers",3,1
28,2023,"All cancers",4,1
47,2023,"All cancers",5,1
84,2023,"All cancers",6,1
132,2023,"All cancers",7,1
160,2023,"All cancers",8,1
245,2023,"All cancers",9,1
389,2023,"All cancers",10,1
709,2023,"All cancers",11,1
1142,2023,"All cancers",12,1
1810,2023,"All cancers",13,1
2312,2023,"All cancers",14,1
2540,2023,"All cancers",15,1
2306,2023,"All cancers",16,1
1404,2023,"All cancers",17,1
1055,2023,"All cancers",18,1
33,2023,"All cancers",1,2
17,2023,"All cancers",2,2
23,2023,"All cancers",3,2
46,2023,"All cancers",4,2
64,2023,"All cancers",5,2
85,2023,"All cancers",6,2
176,2023,"All cancers",7,2
307,2023,"All cancers",8,2
416,2023,"All cancers",9,2
592,2023,"All cancers",10,2
838,2023,"All cancers",11,2
887,2023,"All cancers",12,2
1154,2023,"All cancers",13,2
1310,2023,"All cancers",14,2
1393,2023,"All cancers",15,2
1286,2023,"All cancers",16,2
902,2023,"All cancers",17,2
901,2023,"All cancers",18,2
